tmdb_id,title,original_title,overview,first_air_date,last_air_date,status,seasons,episodes,average_runtime,genres,country,language,network,production,rating,vote_count,popularity,main_cast,keywords,poster_path,backdrop_path
84371,Gangnam Scandal,강남스캔들,"Eun So-yoo  works as a stylist. She struggles to make enough money to pay for her mother’s operation fee. Due to a case, So-yoo gets involved with Choi Seo-joon . He is rich and from a chaebol family. So-yoo pretends to love him for his money, but she falls truly in love with him. Seo-joon has an in incurable disease. He is more interested in playing around than working and he doesn’t believe in true love.",2018-11-26,2019-05-17,Ended,1,125.0,35.0,"Drama, Family",KR,ko,SBS,,5.8,4,4.36,"Shin Go-eun, Hwang Bo-Mi, Yoon Ho Im",chaebol,https://image.tmdb.org/t/p/original/e8WpAvD21KYWlFJ3G7Lq1VSM2NC.jpg,https://image.tmdb.org/t/p/original/hA43hH7yvO1bXnd9WTxI5p6AMeY.jpg
223329,The Whirlwind,돌풍,A whirlwind power clash between the prime minister and deputy prime minister unravels the day the president suffers an assassination attempt.,2024-06-28,2024-06-28,Ended,1,12.0,545.0,"Drama, War & Politics",KR,ko,Netflix,"Pan Entertainment, Studio Dragon",6.917,24,5.0327,"Sul Kyung-gu, Kim Hee-ae, Kim Mi-sook","prime minister, miniseries, political corruption, korea president, political drama",https://image.tmdb.org/t/p/original/dMNPN1cxX0CuL9POyT5xoiTk10h.jpg,https://image.tmdb.org/t/p/original/tYEglssQT3HMngKm5bQA5mw4n0u.jpg
214994,Bitch and Rich,청담국제고등학교,"Kim Hye-in has to transfer to Cheongdam International High School after witnessing a murder. She crosses paths with Baek Je-na, a bully who happens to be connected to the case.",2023-05-31,2023-06-28,Returning Series,2,10.0,35.0,"Drama, Mystery",KR,ko,wavve,Whynot Media,8.4,19,3.8385,"Lee Eun-saem, YERI","high school, death, high school rivalry, transfer student, rich vs poor, rival, cover-up attempt, fight against the rich, youth, thriller",https://image.tmdb.org/t/p/original/gigYIx6DCgs9cFmvFEXTBo2Zwkm.jpg,https://image.tmdb.org/t/p/original/t2fl4Po0H38ZYwzPboTTXhQ6v3Y.jpg
71795,Criminal Minds,크리미널 마인드,"Based on the US TV series of the same name, profilers investigate cases from the perspective of the criminals to solve them.",2017-07-26,2017-09-28,Ended,1,20.0,60.0,"Crime, Drama, Action & Adventure",KR,ko,tvN,"Studio Dragon, Taewon Entertainment, ABC Studios",6.829,38,4.6568,"Lee Joon-gi, Moon Chae-won, Son Hyun-joo","investigation, police, remake",https://image.tmdb.org/t/p/original/hY9QGvObdABYNLYYnA3o9d7uRqV.jpg,https://image.tmdb.org/t/p/original/yQGxjyeRP0IIwqDsoMbErDL6xX5.jpg
197552,All is Well,다 잘될 거야,A drama about people who face hate and conflict while learning to forgive and understand the meaning of love and happiness.,2015-08-31,2015-08-31,Ended,1,102.0,35.0,"Drama, Family",KR,ko,KBS2,"KBS, GnG Production",3.0,1,3.8142,"Choi Yoon-young, Kwak Si-yang, Uhm Hyun-kyung",,https://image.tmdb.org/t/p/original/oCtTfIWAcTEavQGb7SsL7LVwItK.jpg,https://image.tmdb.org/t/p/original/ezLpBYOnUVpHFMU1lkU5aW8Hv6L.jpg
204241,Divorce Attorney Shin,"신성한, 이혼","Driven by a personal tragedy, a pianist-turned-lawyer navigates the complex world of divorce — fighting for his clients to win by any means necessary.",2023-03-04,2023-04-09,Ended,1,12.0,66.0,Drama,KR,ko,JTBC,"SLL, HIGROUND, Storyforest",8.176,34,5.1385,"Cho Seung-woo, Han Hye-jin, Kim Sung-kyun","lawyer, divorce, divorce lawyer, courtroom drama, based on webcomic or webtoon, best friends, witty",https://image.tmdb.org/t/p/original/fjHkZNIzoiAvZMgpw9CaV1U86ux.jpg,https://image.tmdb.org/t/p/original/unxSZbLQz4Erpz3Qxy1FP2RzXP8.jpg
39037,Flames of Desire,욕망의 불꽃,"Flames of Desire is a South Korean television series starring Shin Eun-kyung, Seo Woo, Yoo Seung-ho, Jo Min-ki, and Lee Soon-jae. It aired on MBC from October 2, 2010 to March 27, 2011 on Saturdays and Sundays at 21:45 for 50 episodes.

The early working title was A Woman Only Loves Once in a Lifetime.",2010-10-02,2011-03-27,Ended,1,50.0,,"Drama, Comedy",KR,ko,MBC,,6.0,2,3.8336,"Seo Woo, Lee Soon-jae, Yoo Seung-ho",chaebol,https://image.tmdb.org/t/p/original/wIFXVt9jGN0LzSdebAgRrEok6X.jpg,https://image.tmdb.org/t/p/original/pgyqmRakUMy12tRaFzD8oltKxr8.jpg
226107,Love Song for Illusion,환상연가,The heart-fluttering love story and the fierce obsession between a man with two conflicting personalities and a woman who loves him.,2024-01-02,2024-04-23,Ended,1,32.0,65.0,"Drama, Sci-Fi & Fantasy",KR,ko,KBS2,"Monster Union, Fantagio",7.625,8,4.2151,"Park Ji-hoon, Hong Ye-ji, Hwang Hee","royal family, love-hate relationship, revenge, romance, curse, dissociative identity disorder, based on webcomic or webtoon, three kingdom of korea, dissociative amnesia",https://image.tmdb.org/t/p/original/rf7TJ5RPRogtgvossPLFhVsdgQ8.jpg,https://image.tmdb.org/t/p/original/SnI8rxqP9jNenCxNusrMde31ro.jpg
255298,The Art of Negotiation,협상의 기술,A story following an M&A expert who is known as a legendary negotiator and his team including Lawyer O Sun Yeong and Choi Jin Sun. The M&A expert specializes in large corporation deals.,2025-03-08,2025-04-13,Ended,1,12.0,70.0,Drama,KR,ko,JTBC,"SLL, BA Entertainment",8.143,7,3.7582,"Lee Je-hoon, Kim Dae-myung, Sung Dong-il",business,https://image.tmdb.org/t/p/original/tTp7Tq2HLm1Q4etGrxLxeFXmq5o.jpg,https://image.tmdb.org/t/p/original/oQhbpmjy6mlY6OaduthjK7ECWLd.jpg
14534,Immortal Admiral Yi Sun-sin,불멸의 이순신,"Admiral Yi Sun-shin, who led the Joseon Navy to a myth of invincibility during the Hideyoshi invasion, was a true soldier and leader who struggled to protect people. Drama Yi Sun-shin is not a biography of Admiral Yi Sun-shin, nor does it inetnd to reconstruct a part of the Joseon Dynasty that existed in the 16th century. This drama will merely look into many human beings, incliuding Yi Sun-shin, who underwent an extreme situation. It is not just a historical drama series. It’s rather about human nature that makes both of the war and peace. It is a Korean version of “War and Peace” in 21st century. No hero has ever been sent by heaven. He has emerged as one ultimately after undergoing a lifelong process. Drama Yi Sun-shin is designed to shed a new light upon him as a human being.",2004-09-04,2005-09-04,Ended,1,106.0,80.0,Drama,KR,ko,KBS1,KBS,2.5,2,4.8942,"Kim Myung-min, Choi Cheol-ho, Choi Jae-sung","16th century, japanese invasion of korea, joseon dynasty (1392–1910), yi sun-sin, imjin war, daeha",https://image.tmdb.org/t/p/original/4kVLGPS146EYEh5AFT4aD9ODA3c.jpg,https://image.tmdb.org/t/p/original/gGRSILiIRonXzVMmZctLtWUGHVR.jpg
95066,Chocolate,초콜릿,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward.",2019-11-29,2020-01-18,Ended,1,16.0,65.0,Drama,KR,ko,JTBC,"JYP Entertainment, SLL",7.7,25,4.2257,"Ha Ji-won, Yoon Kye-sang, Jang Seung-jo","romance, hospital, chef, neurosurgeon, rekindled romance, overseas, hospice",https://image.tmdb.org/t/p/original/ugLwOOv9k6NG0XL2IX06RiqW9yt.jpg,https://image.tmdb.org/t/p/original/3kzPeAT0XuTkoJn77WWlbpOtOGs.jpg
157161,Shadow Detective,형사록,A veteran detective who is about to retire unfolds a breathtaking psychological warfare with a mysterious man who follows his path while hiding his identity.,2022-10-26,2023-07-26,Ended,2,16.0,,"Drama, Crime, Mystery",KR,ko,Disney+,"Studio Dragon, Slingshot Studios, Jumbo Film",6.057,35,4.7449,"Lee Sung-min, Gyeong Su-jin, Lee Hak-ju","detective, blackmail, police, mysterious man, murder suspect, wrongfully accused, psychological warfare",https://image.tmdb.org/t/p/original/bQlLY4OWGKKFCS1OwkIC9n6hsm7.jpg,https://image.tmdb.org/t/p/original/gDyrrcqa4Gt8fYq4Cw7IBwBplcQ.jpg
34510,Sungkyunkwan Scandal,성균관 스캔들,"In the Joseon dynasty, a female breadwinner takes a job as a substitute test-taker, but soon finds herself attending a men's university in disguise.",2010-08-30,2010-11-02,Ended,1,20.0,66.0,"Comedy, Drama",KR,ko,KBS2,"CJeS Studios, Raemongraein",6.6,36,3.8612,"Park Min-young, Park Yoo-chun, Yoo Ah-in","based on novel or book, romcom, romance, historical fiction, joseon dynasty (1392–1910)",https://image.tmdb.org/t/p/original/ybx2GDBkbzV2P8NUIj6r3U7ht3A.jpg,https://image.tmdb.org/t/p/original/yd2PlOFFKq8HYVupXR6F6Qm4ABz.jpg
222425,Queen of Divorce,끝내주는 해결사,"Korea’s most skilled divorce solver and an eccentric lawyer who provides solutions for troubled marriages, punishing unfaithful spouses in the process.",2024-01-31,2024-03-07,Ended,1,12.0,80.0,"Drama, Crime",KR,ko,JTBC,"SLL, DramaHouse, How Pictures",6.2,10,4.3233,"Lee Ji-ah, Kang Ki-young, Kim Sun-young","assault, workplace, co-workers relationship, divorce, advisor, persistence, ex spouses, business partners, former prosecutor",https://image.tmdb.org/t/p/original/8UF0D8B7CcRipl3BbQhUmuHrpJZ.jpg,https://image.tmdb.org/t/p/original/n81kPdXXk1zlmNieXFcpgh1KNcc.jpg
73944,Black,블랙,"A Grim Reaper, a detective and a woman who foresees death get ensnared in matters of life and death -- and dark mysteries of twenty years past.",2017-10-14,2017-12-10,Ended,1,18.0,75.0,"Sci-Fi & Fantasy, Crime, Drama, Comedy",KR,ko,OCN,"Studio Dragon, iWill Media",7.9,394,4.8868,"Song Seung-heon, Go Ara, Lee El","romance, grim reaper",https://image.tmdb.org/t/p/original/1cBjzxqoNC9NTAKI4PeivjIEHoa.jpg,https://image.tmdb.org/t/p/original/vu4yRXYkTrelRjaGAN7sk6qEy8Q.jpg
65412,Come Back Alive,돌아와요 아저씨,"After being literally worked to death, one man comes back to life while possessing a handsome man for a limited time.",2016-02-24,2016-04-14,Ended,1,16.0,60.0,"Comedy, Drama, Sci-Fi & Fantasy",KR,ko,SBS,,8.269,39,3.8096,"Rain, Oh Yeon-seo, Kim In-kwon","based on novel or book, reincarnation",https://image.tmdb.org/t/p/original/ebmVNHZrFgiIjq8bpB8fUzYfrav.jpg,https://image.tmdb.org/t/p/original/nEZjqGJeNmXR2kKqcWl5PLfEZQb.jpg
22726,5th Republic,제5공화국,"5th Republic is a controversial political drama about the Fifth Republic of South Korea, one of the most turbulent times in modern Korean history. The 41-episode television series covered the key aspects of the period from President Park Chung-hee's assassination to general Chun Doo-hwan's military coup and his bloody rise to power, as well as the ensuing conflicts between the pro-democratic movement and Chun's military regime and the behind-the-scenes power struggles that ultimately led to Roh Tae-woo's presidential succession in 1987.

Given the sensitive nature of the subject matter, 5th Republic tread a fine line between fact and fiction, and faced many challenges even before the start of the production - one of which was pressures from actual political figures who threatened to sue the network for defamation if the script was not modified. Moreover, there was concern over the possible glorification of the drama's lead character Chun Doo-hwan played by Lee Deok-hwa whose strong charisma helped draw in big audience during the drama's initial broadcast on MBC in 2005.",2005-04-23,2005-09-11,Ended,1,41.0,50.0,Drama,KR,ko,MBC,MBC,9.4,5,4.3742,"Lee Duck-hwa, Seo In-seok, Lee Jae-yong","politics, korea president, republic, chun doo-hwan",https://image.tmdb.org/t/p/original/3bEo23RMkV4Ow9ALxK9DHcWYR3s.jpg,https://image.tmdb.org/t/p/original/1KsnAJSf8HzAD4rFPmkTseneC4R.jpg
117896,Lovers of the Red Sky,홍천기,"Set during the Joseon era, Hong Cheon Ki is a female painter with a genius like painting talent. She is picked as the first female painter of the Dohwaseo. Hong Cheon Ki also has a beautiful appearance and a bright personality. For her, painting is everything. One day, she meets Ha Ram.",2021-08-30,2021-10-26,Ended,1,16.0,70.0,"Drama, Sci-Fi & Fantasy",KR,ko,SBS,Studio S,7.328,32,3.8774,"Kim You-jung, Ahn Hyo-seop, Gong Myoung","painter, greed, historical fiction, blindness, astrologer, jung eun gwol, joseon, sageuk",https://image.tmdb.org/t/p/original/lzKiEoVUTdhGDOuqNoYoL0Q1FYA.jpg,https://image.tmdb.org/t/p/original/fY7wigRHMritnQiX47wgCEMau5G.jpg
203344,Pandora: Beneath the Paradise,판도라: 조작된 낙원,"Hong Taera gets trapped in a fate like that of Pandora in Greek mythology. With a perfect husband and a lovely daughter, Taera leads a life envied by all. However, her repressed memories resurface. She sets out to take revenge and protect her beloved family.",2023-03-11,2023-04-30,Ended,1,16.0,60.0,"Drama, Action & Adventure",KR,ko,tvN,"Chorokbaem Media, Studio Dragon",5.2,29,4.4312,"Lee Ji-ah, Lee Sang-yun, Jang Hee-jin","amnesia, revenge, melodrama, thriller, chaebol, action",https://image.tmdb.org/t/p/original/1D2dw3zmReQpTeYn5eVuVhkps1K.jpg,https://image.tmdb.org/t/p/original/eZoI8DdE9PsWXjovkyFNOIR6mnQ.jpg
78796,Lawless Lawyer,무법 변호사,"Driven by the desire to avenge his mother, a former gangster turned lawyer uses both his fists and the loopholes in law to fight against those with absolute power.",2018-05-12,2018-07-01,Ended,1,16.0,60.0,"Crime, Action & Adventure, Drama",KR,ko,tvN,"Studio Dragon, Logos Film",7.4,64,3.8618,"Lee Joon-gi, Seo Yea-ji, Lee Hye-young","corruption, revenge, mixed martial arts (mma), lawyer, tragic past, law firm, corrupt judge, former gangster, teamwork",https://image.tmdb.org/t/p/original/eI7Zx5paJUdBdAQtI3CqhBBlCe.jpg,https://image.tmdb.org/t/p/original/1IRaZpLcMDuInOgxADkIzFGWZB7.jpg
46528,The King 2 Hearts,더킹 투하츠,"Set in the constitutional monarchy in an imaginary South Korea, South Korea's Crown Prince Lee Jae Ha is forced to join the World Officers Competition, WOC, by his brother. There, he meets North Korea's strongest female devil instructor Kim Hang Ah.",2012-03-21,2012-05-24,Ended,1,20.0,60.0,"Action & Adventure, Drama",KR,ko,MBC,Kim Jong-hak Production,7.068,22,4.6169,"Ha Ji-won, Lee Seung-gi, Lee Yoon-ji","monarchy, historical fiction, north korea, inter-korean relations",https://image.tmdb.org/t/p/original/d08001LY3ROaG8DFGhKyJzrruK8.jpg,https://image.tmdb.org/t/p/original/qWqKsG4zL632I9Dh8tWqLWm8mjw.jpg
99479,365: Repeat the Year,365 : 운명을 거스르는 1년,"A story where ten people get the chance to go back in time by one year, but unexpectedly mysterious situations start to arise when their fates are changed and twisted in the process.

Ji Hyung Joo is a detective in the violent crimes division. He used to be part of the traffic police but was promoted when he arrested a wanted criminal.

It's been seven years since the change, and he's a talented individual who always knows how to relax. Though he is happy at first to have the chance to go back in time by one year and ""reset"" his life, he begins to search for the truth when a series of mysterious events befall on the group of people he goes back in time with. Based on the Japanese novel, ""Repeat""",2020-03-23,2020-04-28,Ended,1,24.0,35.0,"Mystery, Drama",KR,ko,MBC,"MBC, HB Entertainment",7.4,158,4.0992,"Lee Jun-hyuk, Nam Ji-hyun, Kim Ji-soo",based on novel or book,https://image.tmdb.org/t/p/original/w1LyWBjxVv0hns4w8NekwWA7Mll.jpg,https://image.tmdb.org/t/p/original/valKkzJxBlP0WGx3qyRfQqJ3L9x.jpg
62511,Who Are You: School 2015,후아유 - 학교 2015,"After losing her memory in an accident, a bullied high school orphan finds herself in the place of an identical-looking girl who's gone missing.",2015-04-27,2015-06-16,Ended,1,16.0,60.0,"Drama, Mystery",KR,ko,KBS2,SM Life Design Group,7.841,69,3.77,"Kim So-hyun, Nam Joo-hyuk, Yook Sung-jae","amnesia, high school, school, heartfelt",https://image.tmdb.org/t/p/original/snrF3YkSzsmUacDUtURKzZYZOfh.jpg,https://image.tmdb.org/t/p/original/7Odgc3PdvRwIx7gvbePRk0vYvfF.jpg
208249,Game of Witches,마녀의 게임,"Yu Kyung is a successful woman who is proficient enough to become an executive director of Chunha Group when she started as a secretary. She recently found out her daughter is alive, so she plans to get her back and take her revenge. Meanwhile, Hye Soo is a strong girl who faces challenges head-on. She has a daughter with Ji Ho, and she would do anything for her. However, she gets tragically betrayed by Ji Ho, the love of her life, over power and money. How will those two mothers end their fierce revenge?",2022-10-11,2023-04-14,Ended,1,119.0,28.0,"Drama, Crime, Mystery",KR,ko,MBC,"MBC, MBC C&I",6.8,8,4.939,"Jang Seo-hee, Oh Chang-seok, Kim Kyu-seon","motherhood, telenovela",https://image.tmdb.org/t/p/original/9bTjPzX48VZGalKEBI6tiknUyLI.jpg,https://image.tmdb.org/t/p/original/akjmJsCDpvDP5tLoAQCF9AiWqJb.jpg
196526,Trolley,트롤리,A sudden tragedy brings the wife of an assemblyman out of her private life and forces her to confront family secrets and her own troubling past.,2022-12-19,2023-02-14,Ended,1,16.0,60.0,"Mystery, Drama",KR,ko,SBS,Studio S,5.0,25,5.2429,"Kim Hyun-joo, Park Hee-soon, Kim Moo-yul","married couple, scandal, investigation, politician, personal assistant, married life, political, hidden past, suspense",https://image.tmdb.org/t/p/original/oqALkLrRRlBjZMQ5bw4QXDQy68g.jpg,https://image.tmdb.org/t/p/original/o2t1SRRssesubSvZHLWSK7uW3fc.jpg
74831,Judge vs. Judge,이판사판,"An unconventional judge sets out to prove the innocence of her brother, a convict accused of rape and murder, with the help of a fellow justice.",2017-11-22,2018-01-11,Ended,1,32.0,35.0,Drama,KR,ko,SBS,,7.077,13,4.8129,"Park Eun-bin, Yeon Woo-jin, Dong Ha",judge,https://image.tmdb.org/t/p/original/7Bc9d4rqvTacG6r64ec1dwXpl88.jpg,https://image.tmdb.org/t/p/original/z5fr0L3iGz93eKMtSuRztWPDO1o.jpg
114971,A Good Supper,밥이 되어라,"Young Shin is in her 20's and she was born with a cooking talent for traditional royal cuisine. She gets involved with people, including Kyung Soo, who cares about her.",2021-01-11,2021-07-02,Ended,1,120.0,40.0,Drama,KR,ko,MBC,,4.5,2,3.7952,"Eru, Jung Woo-yeon, Jae Hee",,https://image.tmdb.org/t/p/original/o1XsX0ohIZeyF13gnQdjqiLa5r2.jpg,https://image.tmdb.org/t/p/original/3vvSbLPJUct0BJoTe3Jtb7tSHDm.jpg
57646,Master's Sun,주군의 태양,"Joo Joong-won is the arrogant, greedy CEO of Kingdom, a  conglomerate that includes a supermall and a hotel. ""Ghost whisperer”  Tae Gong-shil, is a misunderstood outcast who can't keep a  boyfriend or a job since a near death experience left her seeing needy  ghosts. She feels compelled to help them resolve their earthly issues so  they can move on to the afterlife... and he feels compelled to think  she's crazy. Soon their lives merge into a complicated web of hijinx,  misunderstandings, and... yes, love.",2013-08-07,2013-10-03,Ended,1,17.0,63.0,"Sci-Fi & Fantasy, Comedy, Drama",KR,ko,SBS,Bon Factory,8.0,168,3.8123,"So Ji-sub, Gong Hyo-jin, Seo In-guk","obsession, medium, trauma, supernatural, romance, tragic past, ghost, communicating with the dead, secondary couple, chaebol",https://image.tmdb.org/t/p/original/8dNQTTHAirWwCpQM85amONPcZSA.jpg,https://image.tmdb.org/t/p/original/nI9YGF9ZBror2a5MDBTg4Zn1tUk.jpg
77283,Live,라이브,The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace — but the reality is far from orderly.,2018-03-10,2018-05-06,Ended,1,18.0,73.0,"Drama, Crime, Comedy",KR,ko,tvN,"GTist, Studio Dragon",8.3,37,3.7572,"Jung Yu-mi, Lee Kwang-soo, Bae Sung-woo","rape, detective, marriage, friendship, police, betrayal, family relationships, police officer, policewoman, social justice, conglomerate, teamwork",https://image.tmdb.org/t/p/original/f8eQMaFRM4kvohslsTv2wa0CSSG.jpg,https://image.tmdb.org/t/p/original/7AMZ9sOH4cHvbvsVfcKU6g1g5rR.jpg
59366,Scandal: A Shocking and Wrongful Incident,스캔들: 매우 충격적이고 부도덕한 사건,"Detective Ha Eun-joong uncovers a shocking secret; Ha Myung-geun, the man he believed was his father, had actually kidnapped him as a child. Myung-geun had lost his own son in a building collapse, and as revenge against the man responsible, Jang Tae-ha, he abducted Tae-ha's son and raised him as his own. In the aftermath of revenge, Eun-joong searches for the truth and becomes caught between his two fathers and the woman he loves, Woo Ah-mi.",2013-06-29,2013-10-27,Ended,1,36.0,60.0,"Drama, Family",KR,ko,MBC,,5.9,4,3.8829,"Kim Jae-won, Cho Jae-hyun, Park Sang-min","revenge, chaebol",https://image.tmdb.org/t/p/original/wptGSB9Ul5dj9T3gDfyPFUdpJX.jpg,https://image.tmdb.org/t/p/original/xIshjIEOPzLZ2YE3vQOIAcEfNlg.jpg
85405,The Crowned Clown,왕이 된 남자,"The story takes place at a time in Joseon history, when upheaval and power struggles surrounding the throne had reached extreme levels. In order to escape those who plan to assassinate him, the king puts a clown, who looks exactly like him, on the throne.",2019-01-07,2019-03-04,Ended,1,16.0,85.0,"Drama, Action & Adventure",KR,ko,tvN,"Studio Dragon, GTist",7.1,36,3.727,"Yeo Jin-goo, Lee Se-young, Kim Sang-kyung","politics, remake, romance, historical fiction, joseon dynasty (1392–1910)",https://image.tmdb.org/t/p/original/3UxIBzQV4AYtNLdO4Z9ewhrm6ra.jpg,https://image.tmdb.org/t/p/original/viiYjvJmZCTRv8fAxQk4lgjxPMB.jpg
211174,Vengeance of the Bride,태풍의 신부,The story of a woman who becomes the daughter-in-law of an enemy for desperate revenge.,2022-10-10,2023-03-06,Ended,1,102.0,40.0,"Drama, Mystery, Family",KR,ko,KBS2,KBS Media,5.3,3,3.7219,"Park Ha-na, Kang Ji-sub, Park Yoon-jae","revenge, daughter–in–law, time skip, melodrama, enemy, women",https://image.tmdb.org/t/p/original/aHUyK2XA76mn9GM36wu2rRKvwB5.jpg,https://image.tmdb.org/t/p/original/5gGfJIMB2ynRzERryQo8hTcdQXi.jpg
209398,고독,고독,,2002-10-21,2002-12-24,Returning Series,1,20.0,,Drama,KR,ko,KBS2,Pan Entertainment,0.0,0,4.4066,"Lee Mi-sook, Ryoo Seung-bum, Hong Yo-seob",older woman younger man relationship,https://image.tmdb.org/t/p/original/w88QdeVWKN5cC92HR6cZHdUnQzn.jpg,https://image.tmdb.org/t/p/original/wN2StVVHzk0sBrJmROzRKzK02o9.jpg
220836,Knight Flower,밤에 피는 꽃,"Cho Yeo Hwa has been a widow for 15 years. Her in-laws are the most prestigious noble family in the kingdom. During the day, she leads the life of a widow devoted entirely to her dead husband's memory and rarely ventures outside the gate of her home. At night, Yeo Hwa dons the mask of Hero, who secretly jumps over the surrounding wall to save the helpless.",2024-01-12,2024-02-17,Ended,1,12.0,,"Drama, Comedy, Mystery",KR,ko,MBC,"Saram Entertainment, Base Story, Film Geurida",8.3,17,3.7844,"Lee Ha-nee, Lee Jong-won, Kim Sang-joong","widow, investigation, friendship, real life, double identity, daughter–in–law, joseon dynasty (1392–1910), sageuk, age-gap relationship, action",https://image.tmdb.org/t/p/original/mJDtFBsYkgqprDTqRCEA43FoiZp.jpg,https://image.tmdb.org/t/p/original/iYbaTmfqg0VDYe9jk1ABStYUC7N.jpg
65260,Witch's Castle,마녀의 성,"Oh Dan-Byul lost her parents due to her own mistake. She marries Joon-Young, but her husband passes away. Meanwhile, her mother-in-law, Ho-Duk, divorces because of her husband's infidelity and her sister-in-law, Se-Sil, returns to South Korea after divorcing her Italian husband. Now, these three women live together while overcoming their own personal problems and becoming important to each other.",2015-12-14,2016-02-29,Returning Series,1,52.0,35.0,"Drama, Family, Romance",KR,ko,SBS,Raemongraein,5.5,2,3.7872,"Choi Jung-won, Seo Ji-seok, Yu Ji-in",,https://image.tmdb.org/t/p/original/8tjkbkek5nFyr64EFS6bshZMCyu.jpg,https://image.tmdb.org/t/p/original/syYZSxKdHLhPpNXKsxzd0Nrwgk5.jpg
35448,Kim Soo Ro,김수로,"This drama charts the life of Kim Soo Ro, legendary founder of Geumgwan Gaya, the ruling city-state of the Gaya confederacy, which dominated sea trade and iron working during the Three Kingdoms Period. Kim Soo Ro's fiery temperament, charisma and intelligence are his only defense in the extended political struggle, with competition for the throne from his half-brother and lifelong rival, Ijinashi, his former friend Suk Tal Hae, and the dangerous ambitions of Shin Kwi Gan.",2010-05-29,2010-09-18,Ended,1,32.0,70.0,"Drama, Action & Adventure",KR,ko,MBC,,6.5,10,3.7119,"Ji Sung, Park Gun-tae, Bae Jong-ok","period drama, ancient korea, 2nd century",https://image.tmdb.org/t/p/original/4XWiBy0dITJ4bHCJ5xTbgmYFXdP.jpg,https://image.tmdb.org/t/p/original/lgNv5btUzZ5geVp79aRTAjE3P8l.jpg
226103,The Queen Who Crowns,원경,"A woman from a prestigious family helps her husband become king, but their relationship deteriorates as he takes many concubines. Tensions rise as the king seeks to control her and her family.",2025-01-06,2025-02-11,Ended,1,12.0,,Drama,KR,ko,tvN,"JS Pictures, Studio Dragon",8.0,9,3.7378,"Cha Joo-young, Lee Hyun-wook, Lee Sung-min","queen, historical, 15th century, joseon dynasty (1392–1910), political, melodrama, drama",https://image.tmdb.org/t/p/original/hoTFlJ9JY2SJAeL4wTBNZTplpa4.jpg,https://image.tmdb.org/t/p/original/xFkF85Xk3lkogswWPBYbPgXxutx.jpg
137043,Connect,커넥트,"Dongsoo leads a solitary life, spending his time uploading  music to the internet. His ordinary life is upended when he is kidnapped by an organ hunter, who takes out one of his eyes. Soon, Dongsoo is sharing the  vision of someone who got his eye. Through the connected vision, he learns that the taker is a notorious serial killer, and pursues the murderer to get his eye back.",2022-12-07,2022-12-07,Ended,1,6.0,46.0,"Mystery, Drama, Crime, Sci-Fi & Fantasy",KR,ko,Disney+,"Studio Dragon, Studio HIM, LEE'z Film",7.621,103,3.679,"Jung Hae-in, Go Kyung-pyo, Kim Hye-jun","organ trade, based on webcomic or webtoon",https://image.tmdb.org/t/p/original/bVgwlYamm5gplckeMWKNFBVyNXi.jpg,https://image.tmdb.org/t/p/original/qmOMfbBANh1ec5mqk4hkPWtVVLY.jpg
46573,God of War,무신,"Kim Jun is the son of an escaped palace slave, who gets raised by monks. Years later, after being torn from his home during wartime, Kim Jun must renounce hispacifist ways to partake in a deadly game that could be his ticket to freedom from his masters, Choe Chung-heon's clan. During the Mongol invasions of Korea, Kim Jun rises in the ranks to become the top military official, and eventually rules the Goryeo empire for 60 years in place of its king.",2012-02-11,2012-09-15,Ended,1,56.0,70.0,Drama,KR,ko,MBC,,4.9,8,4.1855,"Kim Joo-hyuk, Kim Ha-eun, Park Sang-wook","historical, goryeo dynasty",https://image.tmdb.org/t/p/original/9AZZXXrHj7AInhh2XPOKCTPSZul.jpg,https://image.tmdb.org/t/p/original/zA4f0fFIc7HubeftstnQXV3j8Om.jpg
87188,Big Issue,빅이슈,"Due to a photograph, Han Seok-Joo loses everything, including his job as a photographer for a top newspaper and his family. Ji Soo-Hyun is the notorious chief editor of a paparazzi group. She hires the man to become a paparazzi photographer.",2019-03-06,2019-05-02,Ended,1,32.0,30.0,Drama,KR,ko,SBS,HB Entertainment,4.5,13,3.7377,"Ju Jin-mo, Han Ye-seul, Kim Hee-won","photographer, paparazzi, investigation, photography, editor",https://image.tmdb.org/t/p/original/u0SgF0c4Hd1BjghEDSiUUBAfHEH.jpg,https://image.tmdb.org/t/p/original/1vbFeV4cnjW4TYeiXnk3Bx3nmhp.jpg
38849,Loving You a Thousand Times,천만번 사랑해,"Loving You a Thousand Times is a South Korean television drama starring Lee Soo-kyung, Jung Gyu-woon, Go Eun-mi, Ryu Jin and Lee Si-young. It aired on SBS from August 29, 2009 to March 7, 2010 on Saturdays and Sundays at 20:50 for 55 episodes.",2009-08-29,2010-03-07,Ended,1,55.0,70.0,Drama,KR,ko,SBS,GnG Production,6.5,4,3.6749,"Lee Soo-kyung, Jung Gyu-woon, Go Eun-mi",,https://image.tmdb.org/t/p/original/tsJAZNq1tAmY0vSAWl5pTU3sPGC.jpg,https://image.tmdb.org/t/p/original/lDE1nlE2tWa6LBmzS20HMpgpcw1.jpg
